作答ID,用户ID,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,音乐A,您对音频A的感受评价是？,音乐B,您对音频B的感受评价是？,音乐C,您对音频C的感受评价是？,音乐D,您对音频D的感受评价是？,音乐E,您对音频E的感受评价是？,音乐F,您对音频F的感受评价是？,音乐G,您对音频G的感受评价是？,音乐H,您对音频H的感受评价是？,音乐I,您对音频I的感受评价是？,音乐J,您对音频J的感受评价是？,音乐Z,您对音频Z的感受评价是？,音乐K,您对音频K的感受评价是？,音乐L,您对音频L的感受评价是？,音乐M,您对音频M的感受评价是？,音乐N,您对音频N的感受评价是？,音乐O,您对音频O的感受评价是？,音乐P,您对音频P的感受评价是？,在刚才的音频片段中，你是否听到了人声演唱或说唱？如果有，请判断主要是男声还是女声。,音乐Q,您对音频Q的感受评价是？,音乐R,您对音频R的感受评价是？,音乐S,您对音频S的感受评价是？,音乐T,您对音频T的感受评价是？,音乐U,您对音频U的感受评价是？,音乐V,您对音频V的感受评价是？,音乐v,您对音频v的感受评价是？,音乐W,您对音频W的感受评价是？,音乐X,您对音频X的感受评价是？,音乐Y,您对音频Y的感受评价是？,下面是一些描述人们性格特点的句子，请根据每个句子与您的性格相符程度选择相应的数字。??例如：“在集体活动中，我是个活跃分子”非常恰当的描述您，那么请您在“6=完全同意”上画圈，依此类推。每个人的性格各不相同，所以答案没有对错之分，请根据您的实际情况作答。1=完全不符合，2=大部分不符合，3=有点不符合，4=有点符合，5=大部分符合，6=完全符合,我常感到害怕,一旦确定了目标，我会坚持努力地实现它,我觉得大部分人基本上是心怀善意的,我头脑中经常充满生动的画面,我对人多的聚会感到乏味,此题请选择1,有时我觉得自己一无是处,我常常是仔细考虑之后才做出决定,我不太关心别人是否受到不公正的待遇,我是个勇于冒险，突破常规的人,在热闹的聚会上，我常常表现主动并尽情玩耍,别人一句漫不经心的话，我常会联系在自己身上,别人认为我是个慎重的人,我时常觉得别人的痛苦与我无关,我喜欢冒险,我尽量避免参加人多的聚会和嘈杂的环境,在面对压力时，我有种快要崩溃的感觉,我喜欢一开头就把事情计划好,我是那种只照顾好自己，不替别人担忧的人,我对许多事情有着很强的好奇心,有我在的场合一般不会冷场,我常担忧一些无关紧要的事情,我工作或学习很勤奋,虽然社会上有些骗子，但我觉得大部分人还是可信的,我身上具有别人没有的冒险精神,在一个团体中，我希望处于领导地位,我常常感到内心不踏实,我是个倾尽全力做事的人,当别人向我诉说不幸时，我常感到难过,我渴望学习一些新东西，即使它们与我的日常生活无关,别人多认为我是一个热情和友好的人,我常担心有什么不好的事情要发生,在工作上，我常只求能应付过去便可,尽管人类社会存在着一些阴暗的东西（如战争、罪恶、欺诈），我仍然相信人性总的来说是善良的,我的想象力相当丰富,我喜欢参加社交与娱乐聚会,我很少感到忧郁或沮丧,做事讲究逻辑和条理是我的一个特点,我常为那些遭遇不幸的人感到难过,我很愿意也很容易接受那些新事物、新观点、新想法,我希望成为领导者而不是被领导者,请问您在音乐知识或演奏技能方面的熟悉程度如何？,您对音乐的接触频率是？,您的性别是？,您的年龄是？,您的主要职业是？,您从小到18岁主要在哪个城市/地区生活？,您目前或过去半年主要居住地是哪里？,,
XOj6BvpDWaO,z7l8Bz57,2025/3/11 17:37,2025/3/11 17:56,1112,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,182.102.129.126,115.988556,28.678848,江西省,南昌市,MOBILE,Android,WeChat,360px*791px,"I2,test2,U1,U5,C2,M3,M1,C4,C1,I4,U3,test1,S5,I1,I5,M5,M4,S1,U4,U2,C3,M2,S2,S3,C5,I3,S4",1,6,1,4,1,4,1,5,1,7,1,4,1,7,1,5,1,7,1,7,1,7,1,6,1,5,1,6,1,6,1,6,1,6,出现了男声,1,6,1,4,1,6,1,6,1,5,1,6,1,5,1,5,1,4,1,6,1,2,6,5,6,2,1,2,5,2,5,5,3,5,3,5,2,2,5,3,5,5,2,5,5,5,4,2,5,5,5,5,3,2,5,5,5,5,6,5,5,4,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，且每天超过 2 小时,男,25-34岁,普通职员(公司/企业/事业单位/党政机关),江西,江西,1,0
bNkrYjW0yWX,DMx99a7y,2025/3/11 17:42,2025/3/11 17:56,792,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,36.104.160.131,125.2795155,43.7463644,吉林省,长春市,MOBILE,iOS,Apple WebKit,414px*736px,"S4,U2,C5,I2,test1,C2,I1,M3,M2,I5,I3,test2,U4,S5,S2,U3,S3,U1,S1,M1,U5,M5,I4,C1,M4,C3,C4",2,6,1,3,1,7,3,5,4,6,4,7,1,5,2,6,1,7,1,5,1,6,4,6,3,7,1,5,1,6,2,5,1,6,出现了男声,1,2,1,2,4,2,1,2,3,6,1,5,2,6,2,6,3,7,2,7,1,1,6,6,4,2,1,2,6,1,5,5,2,6,1,5,2,1,5,2,6,5,2,6,5,6,2,1,6,1,5,5,1,2,5,6,6,5,5,5,5,2,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，且每天超过 2 小时,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),吉林市,长春市,-1,-1
Q4v2BXbNwpQ,BeppPbxe,2025/3/11 17:39,2025/3/11 17:55,912,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,110.241.26.17,114.456116,38.079792,河北省,石家庄市,MOBILE,Android,Chrome,360px*640px,"M2,test1,C3,M5,M4,S4,C2,C5,I2,I1,S2,I5,U1,test2,S3,M3,I3,S5,U5,S1,U3,U4,I4,C1,M1,C4,U2",2,5,2,3,1,4,1,3,1,3,1,4,1,5,1,4,1,4,1,5,1,6,1,3,1,5,1,3,1,4,1,5,1,1,出现了男声,1,1,1,1,1,1,1,1,1,2,1,3,1,4,1,3,1,3,1,4,1,2,4,5,5,3,1,1,5,2,3,4,2,5,3,3,4,2,5,3,4,5,2,5,4,3,4,2,5,4,5,5,2,2,4,4,4,4,4,4,4,4,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，且每天超过 2 小时,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),天津,天津,-1,-1
oBOZnywKBXd,9LQgnOQM,2025/3/11 17:40,2025/3/11 17:54,858,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,183.9.195.117,113.351014,23.087502,广东省,广州市,MOBILE,Android,Chrome,360px*796px,"M3,S1,C3,M4,U2,S5,U3,U1,C1,S3,I2,C2,I3,U5,M1,I1,C4,S2,U4,I5,C5,S4,test1,I4,test2,M5,M2",1,5,1,3,1,5,1,2,1,6,1,4,1,6,1,7,1,4,1,5,1,5,1,2,3,5,1,5,1,6,1,5,1,2,出现了男声,1,1,1,2,1,1,1,3,1,2,1,4,1,4,1,3,1,2,1,4,1,3,6,5,3,4,1,2,5,3,1,1,4,5,1,1,6,2,6,2,2,2,4,5,6,2,3,5,5,5,5,3,4,2,5,1,2,2,5,6,2,3,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),广州,广州,0,0
XOj6B5woEVO,27aWwYwe,2025/3/11 17:39,2025/3/11 17:53,805,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,111.55.11.156,110.670747,24.626368,广西壮族自治区,桂林市,MOBILE,Android,Chrome,377px*832px,"C1,S4,I4,C5,M2,U1,test2,U2,S5,M5,M1,U5,U4,M3,I3,U3,I2,S3,I1,C2,C4,test1,S1,M4,S2,C3,I5",4,4,1,2,1,5,1,4,1,3,1,5,3,6,2,5,7,4,1,4,7,5,1,4,1,6,1,4,1,7,1,5,1,5,出现了男声,1,3,1,4,1,4,1,4,1,6,1,4,3,3,1,5,1,6,1,7,1,3,6,5,5,2,1,2,5,3,4,5,4,4,2,4,2,3,5,4,4,4,3,4,6,3,4,3,5,4,4,4,3,2,5,5,4,2,5,5,5,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里有3~5天会听音乐，每次时长不限,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),广西梧州市,桂林市,1,-1
nN0xd6OG200,2Md6bbLw,2025/3/11 17:39,2025/3/11 17:52,746,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,43.250.201.10,113.1249202,29.3675715,湖南省,长沙市,MOBILE,iOS,WeChat,414px*896px,"C5,test1,test2,S5,I5,C2,U4,S2,M3,I1,U1,C4,U3,U5,S4,C3,I2,I4,S3,M1,M5,M4,I3,C1,M2,U2,S1",1,6,2,5,1,3,3,2,1,5,1,6,1,6,1,5,2,6,1,6,1,5,3,1,1,5,1,3,1,2,1,5,1,5,出现了男声,1,5,1,5,1,6,1,7,2,6,1,3,1,3,1,7,1,2,1,3,1,1,6,6,6,2,1,1,5,2,5,5,2,4,3,6,2,1,6,4,4,4,1,4,5,5,5,3,6,5,5,5,1,2,6,4,5,6,6,4,4,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,男,25-34岁,普通职员(公司/企业/事业单位/党政机关),长沙,长沙,0,1
Q4v2BxJOxQv,o7jn9Kd7,2025/3/11 17:40,2025/3/11 17:52,693,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,139.214.246.162,125.160476,42.831048,吉林省,长春市,MOBILE,Android,Chrome,360px*792px,"M2,U4,C5,U5,S5,I4,C1,C3,M5,I2,M3,test2,I5,I1,U3,S1,S4,test1,U1,M4,S3,U2,S2,I3,M1,C2,C4",3,6,1,5,1,6,1,2,1,3,1,5,1,6,1,5,1,7,1,7,1,6,1,3,1,6,4,6,1,7,1,1,1,6,出现了男声,1,1,1,1,1,3,1,5,1,6,1,7,4,7,6,7,1,3,1,2,1,5,5,6,5,6,1,5,6,5,3,2,5,5,6,3,5,5,6,6,4,2,5,6,6,2,6,5,6,3,6,1,5,2,6,4,2,3,5,5,6,6,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，且每天超过 2 小时,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),河南郑州,吉林长春,0,1
oBOZnOZrAXN,WMR8l01L,2025/3/11 17:40,2025/3/11 17:51,706,1,Y7vqQj,音乐片段感受调研问卷_见数数据库3,223.91.110.14,112.913258,33.045045,河南省,南阳市,MOBILE,Android,Chrome,360px*796px,"U1,C4,C3,M1,S5,test2,U3,S3,I3,U4,M4,S2,S1,I2,C1,C2,U5,M3,I5,M5,test1,S4,I1,I4,C5,U2,M2",1,5,1,2,20,7,1,1,20,4,24,1,4,2,1,4,1,2,20,6,1,7,1,2,142,1,1,6,1,1,1,2,1,4,出现了男声,1,6,1,7,1,3,1,5,1,6,36,6,1,5,1,4,1,5,1,6,1,2,4,6,6,6,1,4,6,3,3,2,5,1,5,3,6,6,3,2,5,1,2,4,5,4,3,5,4,5,4,5,5,2,6,6,3,3,4,3,6,3,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,18-25岁,自由职业(作家/自媒体/主播/代练玩家等),河南,河南,1,-1
WQ1Xg8owWKJ,J7q0x8yM,2025/3/8 16:31,2025/3/8 16:50,1109,1,ji2Eny,音乐片段感受调研问卷,39.144.97.9,113.5991013,37.8827381,山西省,阳泉市,MOBILE,iOS,Apple WebKit,428px*926px,"M2,I1,I3,I2,S3,I5,M4,M5,S5,C1,U5,C5,S4,U1,M1,I4,C2,S2,U3,S1,U4,test1,C4,U2,test2,M3,C3",1,6,1,5,1,5,1,4,1,7,1,5,1,6,1,4,1,3,1,4,1,5,1,3,1,4,1,5,1,4,1,4,1,3,出现了男声,1,1,1,1,1,1,1,2,1,1,1,4,1,4,1,5,1,2,1,5,1,1,5,6,5,1,1,1,6,4,5,6,4,6,4,5,1,4,6,4,5,3,4,3,4,4,5,1,5,4,5,5,5,1,6,4,5,5,5,4,6,4,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，但每天不到 1 小时,男,18-25岁,普通职员(公司/企业/事业单位/党政机关),山西省太原市小店区,山西省太原市小店区,0,-1
g9GlmZ45l15,5LmVAaAe,2025/3/8 15:57,2025/3/8 16:18,1260,1,ji2Eny,音乐片段感受调研问卷,112.65.60.21,121.712042,31.051133,上海市,市辖区,MOBILE,Android,Chrome,375px*833px,"I1,I2,C2,I3,C5,U2,S1,M2,U1,M4,C3,S5,test2,I4,C4,U3,U5,U4,S4,M3,S2,C1,test1,M5,M1,I5,S3",1,4,1,4,1,4,1,6,1,4,1,4,1,5,1,5,1,7,1,4,1,5,1,3,1,5,1,3,1,5,1,3,1,2,出现了男声,1,1,1,3,1,2,1,5,1,3,1,5,1,5,1,4,1,1,1,4,1,1,6,6,4,4,1,2,4,3,3,3,3,5,2,3,5,1,4,1,4,4,2,6,5,3,5,2,6,2,6,4,1,2,5,4,2,5,5,2,6,4,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里有3~5天会听音乐，每次时长不限,女,35-44岁,领导干部(公司/企业/事业单位/党政机关),苏州,上海,0,-1
Q1EGkB2VQP4,RMWdGy47,2025/3/8 16:00,2025/3/8 16:13,798,1,ji2Eny,音乐片段感受调研问卷,106.58.183.28,100.2308035,25.5726648,云南省,大理白族自治州,MOBILE,Android,Chrome,384px*854px,"M1,U1,S4,test1,C4,I4,C3,S2,U3,C1,M5,M4,I3,S5,C5,S1,U2,test2,M2,I2,U5,U4,I1,M3,C2,I5,S3",1,6,1,6,1,6,1,5,1,6,1,6,1,7,1,7,1,7,1,6,1,7,1,5,1,6,1,6,1,5,1,6,1,6,出现了男声,1,6,1,7,1,5,1,7,1,7,1,7,1,7,1,7,1,5,1,7,1,2,6,6,6,2,1,1,5,1,5,5,2,6,1,5,2,2,5,2,5,6,2,6,6,5,6,1,6,4,6,6,1,1,6,6,5,5,5,5,5,6,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天 1~2 小时左右,男,18-25岁,普通职员(公司/企业/事业单位/党政机关),1,1,0,-1
oGkN64bolqB,p7YNQzLa,2025/3/8 15:15,2025/3/8 15:37,1327,1,ji2Eny,音乐片段感受调研问卷,223.104.41.239,116.384185,39.949512,北京市,市辖区,MOBILE,Android,Chrome,360px*800px,"C1,S4,U5,test2,S3,I2,M4,C2,U3,C3,M1,I4,U4,M3,S1,I1,S5,U1,S2,U2,C5,test1,C4,M2,M5,I3,I5",1,5,1,4,1,6,1,7,1,4,1,5,1,5,1,4,1,5,1,4,1,5,1,2,1,6,1,3,1,5,1,4,1,3,出现了男声,1,2,1,3,1,3,1,3,1,5,1,4,1,4,1,4,1,4,1,4,1,3,3,4,4,4,1,3,5,3,1,1,3,5,3,2,4,3,4,2,3,3,4,4,4,2,2,4,4,5,5,4,3,3,4,6,3,3,4,4,4,3,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里1~2天会听音乐,男,45-54岁,工厂基层员工/制造业/建筑业工人,长治,北京,0,-1
NPAzVKb6qQB,9LQZZnAe,2025/3/8 15:02,2025/3/8 15:31,1772,1,ji2Eny,音乐片段感受调研问卷,223.104.70.190,115.767691,23.936937,广东省,梅州市,MOBILE,Android,Chrome,360px*796px,"S4,S5,I1,S3,U2,S1,U5,C2,U1,M2,M4,M3,U4,C4,C3,M1,I4,M5,S2,test2,I3,C5,I2,test1,C1,U3,I5",1,6,1,6,1,6,1,6,1,7,1,6,1,6,1,5,1,6,2,6,1,6,1,6,1,5,1,5,1,5,1,5,1,6,出现了男声,1,5,1,6,1,6,1,6,1,5,1,5,1,6,1,6,1,5,1,5,1,2,5,5,5,2,1,1,4,2,4,4,3,4,2,5,3,3,5,2,5,5,2,5,6,4,4,1,5,5,5,5,2,3,5,5,4,5,4,4,5,2,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天不到 1 小时,男,18-25岁,普通职员(公司/企业/事业单位/党政机关),广东省广州市,广东省广州市,-1,0
nZrA8QAbwOd,oe45Y9JM,2025/3/8 15:01,2025/3/8 15:28,1610,1,ji2Eny,音乐片段感受调研问卷,39.144.49.84,115.077361,36.519743,河北省,邯郸市,MOBILE,Android,Chrome,360px*800px,"I4,U3,U1,S2,C3,I5,S4,I3,I2,I1,U4,M5,U5,C5,C1,C2,test1,M3,M2,S1,M4,S5,S3,U2,test2,C4,M1",1,5,1,3,1,5,1,1,1,6,1,4,1,6,1,5,1,6,1,7,1,6,1,4,1,7,1,2,1,6,1,2,1,5,出现了男声,2,4,1,4,1,5,1,6,1,5,1,5,1,4,1,6,1,4,1,5,1,4,6,6,6,2,1,1,5,2,5,6,2,6,2,5,2,3,6,2,6,4,4,5,5,4,5,2,5,6,5,6,3,2,6,6,6,6,5,5,6,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),上海市,上海市,1,1
oGkNq1Y512d,BMDYwl97,2025/3/8 15:12,2025/3/8 15:26,852,1,ji2Eny,音乐片段感受调研问卷,39.144.68.204,109.342186,24.330673,广西壮族自治区,柳州市,MOBILE,iOS,WeChat,414px*896px,"C3,C4,S5,U2,U1,S4,I2,U3,U4,S3,C5,S2,M1,M2,C2,M4,U5,M5,test1,I5,S1,I1,I4,test2,C1,M3,I3",1,6,4,4,4,4,3,6,3,5,4,6,2,6,3,7,2,5,3,5,3,6,3,4,4,6,3,6,4,7,4,5,2,3,出现了男声,4,2,4,3,4,2,3,5,4,5,3,4,2,5,2,5,3,3,2,5,1,1,6,5,6,2,1,1,6,2,4,5,1,4,2,4,2,1,6,2,6,5,1,6,5,4,5,2,6,4,6,5,2,1,6,5,5,5,5,4,6,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,男,35-44岁,领导干部(公司/企业/事业单位/党政机关),广西南宁,广西南宁,-1,-1
oGkNqOAwBy4,5M2nyAVM,2025/3/8 15:12,2025/3/8 15:26,803,1,ji2Eny,音乐片段感受调研问卷,39.144.68.206,110.345304,25.028997,广西壮族自治区,桂林市,MOBILE,iOS,WeChat,375px*812px,"C3,M4,S1,I1,C1,S5,S4,U4,C5,M2,U2,U3,I3,test1,C2,test2,M1,I4,U1,S2,S3,I2,U5,C4,I5,M3,M5",2,7,3,4,3,5,3,5,3,4,3,6,2,7,1,6,2,6,3,5,2,6,3,4,3,7,3,5,3,7,3,6,2,4,出现了男声,3,1,3,4,3,2,3,4,3,4,2,4,2,5,2,5,3,4,2,5,1,1,6,5,5,2,1,1,5,2,4,5,2,5,2,4,1,1,6,2,5,5,1,6,5,4,5,1,6,4,6,6,1,1,5,5,5,6,6,5,6,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),广西柳州,广西柳州,-1,-1
g9GlAGa9595,qM6mkv3e,2025/3/8 15:02,2025/3/8 15:26,1390,1,ji2Eny,音乐片段感受调研问卷,39.144.156.150,120.7324265,31.2690552,江苏省,苏州市,MOBILE,iOS,Apple WebKit,390px*844px,"M3,S4,U5,I5,S3,U2,S5,U3,M2,U4,C3,C4,I1,C1,C2,test1,M4,test2,U1,S2,C5,I2,M1,I4,S1,M5,I3",1,4,1,4,1,5,1,3,1,3,1,5,1,7,1,5,1,6,1,6,1,6,1,5,1,5,1,6,1,5,1,3,1,7,出现了男声,1,1,1,4,1,1,1,6,1,2,1,6,1,5,1,6,1,2,1,7,1,2,6,6,6,1,1,1,6,1,5,5,5,5,1,5,2,2,5,2,5,5,4,5,6,4,5,2,5,5,5,5,4,1,6,5,5,2,6,6,5,6,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，且每天超过 2 小时,女,18-25岁,领导干部(公司/企业/事业单位/党政机关),苏州,苏州,1,0
XyXrgn1dprj,VMJ1vpBe,2025/3/8 15:01,2025/3/8 15:25,1431,1,ji2Eny,音乐片段感受调研问卷,171.106.151.208,111.0420679,25.9417446,广西壮族自治区,桂林市,MOBILE,iOS,Apple WebKit,390px*844px,"U2,M1,U3,S3,C4,S1,S2,U1,S5,M5,M2,I3,U5,I5,C3,S4,U4,test2,M4,C5,C1,I4,test1,I1,C2,M3,I2",1,5,1,1,1,4,1,1,1,2,1,5,1,5,1,6,1,6,1,5,1,6,1,3,1,5,1,4,1,4,1,3,1,4,出现了男声,1,2,1,2,1,2,1,5,1,2,1,6,1,6,1,5,1,3,1,4,1,2,5,5,5,1,1,1,5,2,4,5,3,4,1,5,1,2,5,1,4,5,2,6,5,4,5,2,5,4,5,6,1,2,5,5,5,5,6,6,4,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里有3~5天会听音乐，每次时长不限,女,35-44岁,领导干部(公司/企业/事业单位/党政机关),广州,广州,0,-1
vw5VgVNEAvQ,BepZDpx7,2025/3/8 15:01,2025/3/8 15:24,1362,1,ji2Eny,音乐片段感受调研问卷,123.138.183.10,108.9682951,34.1501972,陕西省,西安市,MOBILE,iOS,Apple WebKit,393px*852px,"C2,test2,M1,S4,U4,I1,C4,test1,I5,I3,C3,S2,U2,C1,S3,I2,M5,M2,I4,M3,U1,U3,S5,C5,U5,M4,S1",1,5,1,4,1,3,1,3,1,4,1,4,1,6,1,4,1,6,1,4,1,5,1,3,1,5,1,3,1,5,1,3,1,3,出现了男声,1,3,1,3,1,5,1,4,1,3,1,4,1,4,1,3,1,3,1,4,1,3,4,4,4,2,1,4,5,3,2,5,3,5,3,2,3,4,5,2,4,5,2,5,5,2,4,2,5,5,4,5,2,3,5,4,6,5,5,5,5,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),上海市,上海市,0,-1
XyXrg3bq5zO,J7B1P4ZM,2025/3/8 15:02,2025/3/8 15:24,1285,1,ji2Eny,音乐片段感受调研问卷,112.96.165.177,113.3766318,23.1673016,广东省,广州市,MOBILE,iOS,Apple WebKit,375px*812px,"M2,I1,C5,I5,S4,U2,M1,S1,M3,I2,C1,M4,U4,M5,S5,C3,S2,test2,C2,U1,U5,I4,test1,I3,C4,U3,S3",1,5,1,5,1,6,1,3,1,6,1,5,1,6,1,5,1,6,1,6,2,6,1,3,1,5,1,5,1,6,1,5,1,3,出现了男声,1,3,1,3,1,2,1,5,1,4,1,6,1,6,4,6,1,5,1,5,1,2,5,5,4,3,1,2,4,2,5,4,2,4,1,4,3,2,4,3,4,3,2,5,5,4,4,3,5,5,5,5,2,2,5,4,4,5,4,5,4,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),广东省云浮市,广东省广州市,0,0
NPAz1rNN5xz,AM9GBznL,2025/3/8 15:06,2025/3/8 15:22,980,1,ji2Eny,音乐片段感受调研问卷,222.209.162.5,104.0363802,30.6884073,四川省,成都市,MOBILE,iOS,Apple WebKit,414px*896px,"C5,C2,S1,test1,M5,M1,M3,U2,U3,S3,I3,S4,test2,U4,C3,U1,C4,M4,M2,C1,U5,S5,I5,I1,I2,S2,I4",1,6,1,2,1,7,1,5,1,3,1,6,1,6,1,5,1,6,1,5,1,5,1,3,1,5,1,5,1,7,1,2,1,6,出现了男声,1,3,1,5,1,5,1,7,1,3,1,7,1,6,1,6,1,3,1,5,1,2,6,5,5,1,1,1,4,2,5,4,3,4,2,4,2,1,5,2,5,4,2,6,4,6,5,2,5,4,4,6,1,2,5,5,5,4,5,4,5,6,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里有3~5天会听音乐，每次时长不限,男,25-34岁,普通职员(公司/企业/事业单位/党政机关),成都市,成都市,1,0
mNYp3gPQAq4,pLzaaWx7,2025/3/8 15:01,2025/3/8 15:22,1269,1,ji2Eny,音乐片段感受调研问卷,27.214.233.135,119.182149,36.745743,山东省,潍坊市,MOBILE,Android,Chrome,375px*828px,"C3,U4,C4,I5,M1,U1,test2,S5,S2,U5,M5,S1,I2,M2,I4,test1,M4,S4,C5,C2,S3,U2,C1,M3,I1,U3,I3",1,6,1,5,1,6,1,5,1,6,1,5,2,6,2,6,1,6,1,6,1,7,1,5,1,5,1,5,1,6,1,5,1,5,出现了男声,1,4,1,5,1,4,1,5,1,5,1,5,1,6,1,6,1,5,1,5,1,2,5,5,5,4,1,2,4,2,4,4,3,5,2,4,4,2,4,2,5,4,2,5,5,4,4,2,5,5,5,4,2,3,5,4,3,5,4,5,5,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,女,45-54岁,普通职员(公司/企业/事业单位/党政机关),山东潍坊,山东潍坊,-1,-1
WQ1XqBq8Ylr,Bepj0d87,2025/3/8 15:01,2025/3/8 15:22,1226,1,ji2Eny,音乐片段感受调研问卷,112.224.19.165,115.460696,35.244604,山东省,济南市,MOBILE,Android,Chrome,360px*780px,"S5,M4,S1,S2,U1,test1,M3,I3,U3,U5,C1,M2,M1,U4,C5,test2,I4,I2,U2,S3,C2,I5,I1,S4,C3,C4,M5",1,6,1,2,1,5,1,6,1,5,1,4,1,5,1,4,1,3,1,6,1,7,1,3,1,5,1,4,1,3,1,5,1,4,出现了男声,1,1,1,5,1,2,1,3,1,6,1,5,1,4,1,6,1,5,1,5,1,1,6,5,4,1,1,2,6,4,4,4,2,5,5,3,2,4,6,3,5,4,4,6,5,4,4,3,6,5,4,5,3,2,6,5,4,4,5,5,5,6,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，但每天不到 1 小时,女,35-44岁,普通职员(公司/企业/事业单位/党政机关),上海,上海,1,-1
XyXrgBdrX15,z7lJ62xe,2025/3/8 15:01,2025/3/8 15:22,1228,1,ji2Eny,音乐片段感受调研问卷,36.21.142.128,120.102343,30.28977,浙江省,杭州市,MOBILE,Android,Chrome,393px*895px,"C5,I1,S3,I3,M4,test1,S4,I4,U1,S5,I2,M3,S2,I5,M1,C1,U5,C2,C4,S1,U4,M5,U3,test2,C3,U2,M2",1,6,1,3,1,4,1,6,1,5,1,4,1,5,1,6,1,4,1,6,1,6,1,5,1,4,1,7,1,4,1,5,1,5,出现了男声,1,4,1,4,1,3,1,5,1,3,1,5,1,4,1,6,1,3,1,5,1,1,6,4,5,3,1,1,6,6,5,5,3,6,4,5,3,1,6,5,5,5,2,6,5,5,6,2,5,3,5,5,1,3,6,4,5,5,6,3,5,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,男,18-25岁,个体经营/私营企业/创业公司老板,湖南,杭州,1,0
